Raw file	Experiment	Enzyme	Enzyme mode	Enzyme first search	Enzyme mode first search	Use enzyme first search	Variable modifications	Multi modifications	Variable modifications first search	Use variable modifications first search	Requantify	Multiplicity	Max. missed cleavages	Labels0	LC-MS run type	Time-dependent recalibration	MS	MS/MS	MS3	MS/MS Submitted	MS/MS Submitted (SIL)	MS/MS Submitted (ISO)	MS/MS Submitted (PEAK)	MS/MS Identified	MS/MS Identified (SIL)	MS/MS Identified (ISO)	MS/MS Identified (PEAK)	MS/MS Identified [%]	MS/MS Identified (SIL) [%]	MS/MS Identified (ISO) [%]	MS/MS Identified (PEAK) [%]	Peptide Sequences Identified	Peaks	Peaks Sequenced	Peaks Sequenced [%]	Peaks Repeatedly Sequenced	Peaks Repeatedly Sequenced [%]	Isotope Patterns	Isotope Patterns Sequenced	Isotope Patterns Sequenced (z>1)	Isotope Patterns Sequenced [%]	Isotope Patterns Sequenced (z>1) [%]	Isotope Patterns Repeatedly Sequenced	Isotope Patterns Repeatedly Sequenced [%]	Recalibrated	Av. Absolute Mass Deviation [ppm]	Mass Standard Deviation [ppm]	Av. Absolute Mass Deviation [mDa]	Mass Standard Deviation [mDa]	Label free norm param
A14-07113	mannose rep1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		5374	49531	0	55390	43484	0	11906	17079	16657	0	422	30.83	38.31	NaN	3.54	10564	783422	40613	5.18	5414	13.33	119343	33752	32956	28.28	33.33	7592	22.49	+	0.3198	0.48638	0.22187	0.3534	
A14-07114	mannose rep2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		5383	49681	0	55301	43829	0	11472	17104	16685	0	419	30.93	38.07	NaN	3.65	10750	800790	41134	5.14	5283	12.84	122652	34372	33618	28.02	32.64	7419	21.58	+	0.32778	0.49888	0.22774	0.35873	
A14-07115	mannose rep3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		5362	49519	0	55184	43612	0	11572	16759	16363	0	396	30.37	37.52	NaN	3.42	10687	794488	40880	5.15	5277	12.91	122770	34243	33485	27.89	32.6	7304	21.33	+	0.33471	0.50837	0.23123	0.36412	
A14-07117	galactose rep1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		5128	47474	0	53253	41515	0	11738	16691	16319	0	372	31.34	39.31	NaN	3.17	10826	784461	39579	5.05	4664	11.78	124022	33166	32392	26.74	31.05	6570	19.81	+	0.35422	0.53201	0.24613	0.38587	
A14-07118	galactose rep2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		5145	48280	0	54024	42320	0	11704	16547	16197	0	350	30.63	38.27	NaN	2.99	10567	794076	40225	5.07	4896	12.17	126120	33700	32878	26.72	31.03	6890	20.45	+	0.33918	0.51188	0.23409	0.36365	
A14-07119	galactose rep3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		5166	48676	0	54328	42816	0	11512	17286	16904	0	382	31.82	39.48	NaN	3.32	11038	792049	40498	5.11	4973	12.28	124482	34068	33285	27.37	31.63	6940	20.37	+	0.33897	0.51101	0.23563	0.36904	
A14-07121	succinate rep1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		5269	48907	0	54701	42875	0	11826	17179	16814	0	365	31.41	39.22	NaN	3.09	10637	788914	40415	5.12	5162	12.77	123082	33662	32833	27.35	31.93	7193	21.37	+	0.33852	0.51933	0.23542	0.37236	
A14-07122	succinate rep2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		5273	50020	0	55916	43908	0	12008	17451	17051	0	400	31.21	38.83	NaN	3.33	10867	791044	41356	5.23	5289	12.79	122805	34352	33529	27.97	32.58	7436	21.65	+	0.33473	0.51165	0.2345	0.37373	
A14-07123	succinate rep3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		5232	49108	0	55069	42871	0	12198	17231	16812	0	419	31.29	39.22	NaN	3.43	10883	784450	40494	5.16	5096	12.58	123373	33874	33088	27.46	31.88	7046	20.8	+	0.33404	0.50125	0.23232	0.36273	
A14-07125	fructose rep1	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		5151	47833	0	53711	41733	0	11978	16587	16150	0	437	30.88	38.7	NaN	3.65	10434	781858	39533	5.06	4947	12.51	122966	33048	32270	26.88	31.23	6912	20.92	+	0.34002	0.51071	0.23692	0.37222	
A14-07126	fructose rep2	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		5319	49308	0	55172	43208	0	11964	17153	16774	0	379	31.09	38.82	NaN	3.17	10728	779729	40672	5.22	5199	12.78	121431	33871	33126	27.89	32.66	7308	21.58	+	0.32922	0.49451	0.22968	0.35985	
A14-07127	fructose rep3	Trypsin/P	Specific			False	Oxidation (M);Acetyl (Protein N-term)			False	False	1	2		Standard		5204	48684	0	54422	42750	0	11672	17310	16902	0	408	31.81	39.54	NaN	3.5	10854	800269	40360	5.04	5034	12.47	126225	33771	32987	26.75	31.03	7124	21.1	+	0.33212	0.50147	0.23143	0.36176	
42°C rep1																																9775																		
42°C rep2																																9064																		
42°C rep3																																10193																		
50 mM NaCl rep1																																9642																		
50 mM NaCl rep2																																10196																		
50 mM NaCl rep3																																10032																		
acetate rep1																																11221																		
acetate rep2																																11193																		
acetate rep3																																11184																		
anaerobic rep1																																10024																		
anaerobic rep2																																8736																		
anaerobic rep3																																9073																		
chemostat µ=0.12 rep1																																11525																		
chemostat µ=0.12 rep2																																11493																		
chemostat µ=0.12 rep3																																11676																		
chemostat µ=0.20 rep1																																11178																		
chemostat µ=0.20 rep2																																11814																		
chemostat µ=0.20 rep3																																11982																		
chemostat µ=0.35 rep1																																11849																		
chemostat µ=0.35 rep2																																11997																		
chemostat µ=0.35 rep3																																11406																		
chemostat µ=0.5 rep1																																11829																		
chemostat µ=0.5 rep2																																11928																		
chemostat µ=0.5 rep3																																11497																		
fructose rep1																																10434																		
fructose rep2																																10728																		
fructose rep3																																10854																		
fumarate rep1																																11304																		
fumarate rep2																																11365																		
fumarate rep3																																11503																		
galactose rep1																																10826																		
galactose rep2																																10567																		
galactose rep3																																11038																		
glucosamine rep1																																11414																		
glucosamine rep2																																11323																		
glucosamine rep3																																10821																		
glucose rep1																																12555																		
glucose rep2																																12892																		
glucose rep3																																12777																		
glycerol + AA rep1																																11054																		
glycerol + AA rep2																																10675																		
glycerol + AA rep3																																11426																		
glycerol rep1																																11017																		
glycerol rep2																																11024																		
glycerol rep3																																11271																		
LB rep1																																10966																		
LB rep2																																10605																		
LB rep3																																10552																		
mannose rep1																																10564																		
mannose rep2																																10750																		
mannose rep3																																10687																		
MG1665 glucose rep1																																11040																		
MG1665 glucose rep2																																10873																		
MG1665 glucose rep3																																10547																		
MG1665 LB rep1																																10332																		
MG1665 LB rep2																																10701																		
MG1665 LB rep3																																10207																		
NCM3722 glucose rep1																																10865																		
NCM3722 glucose rep2																																11046																		
NCM3722 glucose rep3																																10964																		
NCM3722 LB rep1																																10374																		
NCM3722 LB rep2																																10475																		
NCM3722 LB rep3																																10326																		
pH 6 rep1																																10331																		
pH 6 rep2																																10441																		
pH 6 rep3																																10372																		
pyruvate rep1																																10945																		
pyruvate rep2																																11592																		
pyruvate rep3																																11200																		
stationary 1 day rep1																																9332																		
stationary 1 day rep2																																9235																		
stationary 1 day rep3																																8993																		
stationary 3 days rep1																																9765																		
stationary 3 days rep2																																9223																		
stationary 3 days rep3																																9970																		
succinate rep1																																10637																		
succinate rep2																																10867																		
succinate rep3																																10883																		
xylose rep1																																10369																		
xylose rep2																																10447																		
xylose rep3																																10181																		
Total																	429954	3985536	0	4439172	3518720	0	920452	1373854	1343738	0	30116	30.95	38.19	NaN	3.27	25531	66981889					10842517	2867591	2800156	26.45	31.15	519136	18.1		0.32989	0.49978	0.22902	0.35943	
